Suburb,Address,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,HouseID,DaySold,MonthSold,YearSold,Schools nearby
Gowanbrae,42 Seggan Cir,3,h,485000.0,S,Nelson,13.6,3043.0,3.0,2.0,1.0,175.0,134.0,2004.0,Moreland City Council,-37.7076,144.8961,Western Metropolitan,1071.0,4925,16,4,2016,5
Gowanbrae,6 Birk Ct,3,h,540000.0,VB,Brad,13.6,3043.0,3.0,2.0,1.0,367.0,141.0,2008.0,Moreland City Council,-37.704,144.8989,Western Metropolitan,1071.0,4928,19,11,2016,5
Gowanbrae,24 Balerno Cir,3,h,390000.0,PI,Nelson,13.6,3043.0,3.0,2.0,1.0,158.0,136.0,2005.0,Moreland City Council,-37.7091,144.8958,Western Metropolitan,1071.0,4930,23,4,2016,5
Gowanbrae,18 Primula Bvd,4,h,800000.0,S,Nelson,13.6,3043.0,4.0,2.0,2.0,719.0,251.0,2000.0,Moreland City Council,-37.7062,144.8978,Western Metropolitan,1071.0,4933,26,7,2016,5
Gowanbrae,8 Perth Ct,4,h,740000.0,SP,Nelson,13.6,3043.0,4.0,2.0,2.0,453.0,213.0,2007.0,Moreland City Council,-37.7016,144.8974,Western Metropolitan,1071.0,4935,27,6,2016,5
Hadfield,20 Bedford St,3,h,605000.0,PI,hockingstuart,12.1,3046.0,3.0,1.0,2.0,597.0,116.0,1960.0,Moreland City Council,-37.711,144.9478,Northern Metropolitan,2606.0,4937,3,9,2016,10
Hadfield,29 Sutherland St,3,h,685500.0,SP,Brad,12.1,3046.0,3.0,1.0,2.0,724.0,103.0,1970.0,Moreland City Council,-37.7076,144.9481,Northern Metropolitan,2606.0,4939,3,9,2016,10
Hadfield,2 Knole St,2,h,610000.0,S,Eview,12.1,3046.0,2.0,1.0,1.0,394.0,98.0,1950.0,Moreland City Council,-37.7153,144.9507,Northern Metropolitan,2606.0,4940,3,12,2016,10
Hadfield,8 Sherwood St,3,h,630000.0,S,YPA,12.1,3046.0,3.0,1.0,1.0,604.0,112.0,1970.0,Moreland City Council,-37.7124,144.9514,Northern Metropolitan,2606.0,4941,3,12,2016,10
Hadfield,4 Surrey St,4,h,870000.0,S,Barry,12.1,3046.0,4.0,3.0,5.0,591.0,268.0,2010.0,Moreland City Council,-37.7127,144.9489,Northern Metropolitan,2606.0,4942,3,12,2016,10
Hadfield,26 South St,3,h,810000.0,S,Holland,12.1,3046.0,3.0,2.0,2.0,592.0,129.0,1950.0,Moreland City Council,-37.7149,144.9473,Northern Metropolitan,2606.0,4943,4,3,2017,10
Hadfield,2/3 Surrey St,2,u,487000.0,SP,Peter,12.1,3046.0,2.0,1.0,2.0,198.0,96.0,2010.0,Moreland City Council,-37.7132,144.9488,Northern Metropolitan,2606.0,4951,10,9,2016,10
Hadfield,115 West St,4,h,700000.0,S,Barry,12.1,3046.0,2.0,2.0,2.0,700.0,168.0,1950.0,Moreland City Council,-37.7056,144.9384,Northern Metropolitan,2606.0,4952,10,9,2016,10
Hadfield,148 West St,4,h,600500.0,S,YPA,12.1,3046.0,4.0,2.0,1.0,462.0,161.0,1970.0,Moreland City Council,-37.7062,144.9387,Northern Metropolitan,2606.0,4953,10,9,2016,10
Hadfield,27 Middle St,3,h,730000.0,S,Barry,12.1,3046.0,3.0,1.0,2.0,570.0,134.0,1970.0,Moreland City Council,-37.7106,144.9491,Northern Metropolitan,2606.0,4955,10,12,2016,10
Hadfield,75 West St,3,h,800000.0,S,Stockdale,12.1,3046.0,3.0,2.0,2.0,565.0,116.0,1960.0,Moreland City Council,-37.7094,144.9377,Northern Metropolitan,2606.0,4956,10,12,2016,10
Hadfield,24 South St,3,t,750000.0,S,Stockdale,12.1,3046.0,3.0,2.0,2.0,301.0,251.0,2011.0,Moreland City Council,-37.715,144.9475,Northern Metropolitan,2606.0,4959,12,6,2016,10
Hadfield,40 Angus St,3,h,740000.0,S,Barry,12.1,3046.0,3.0,1.0,1.0,568.0,115.0,1960.0,Moreland City Council,-37.7077,144.9438,Northern Metropolitan,2606.0,4960,12,11,2016,10
Hadfield,9 South St,3,h,646000.0,S,YPA,12.1,3046.0,3.0,1.0,2.0,574.0,106.0,1970.0,Moreland City Council,-37.7157,144.9507,Northern Metropolitan,2606.0,4963,12,11,2016,10
Hadfield,1/32 Sutherland St,3,h,545000.0,S,Raine,12.1,3046.0,3.0,2.0,3.0,230.0,113.0,2000.0,Moreland City Council,-37.7073,144.9486,Northern Metropolitan,2606.0,4964,12,11,2016,10
Hadfield,1 Barunah St,4,h,777000.0,S,Eview,12.1,3046.0,3.0,1.0,2.0,700.0,176.0,1960.0,Moreland City Council,-37.704,144.9399,Northern Metropolitan,2606.0,4966,13,8,2016,10
Hadfield,101 Middle St,2,h,722000.0,S,Stockdale,12.1,3046.0,3.0,3.0,1.0,580.0,103.0,1950.0,Moreland City Council,-37.7098,144.9424,Northern Metropolitan,2606.0,4968,13,8,2016,10
Hadfield,23 Surrey St,2,h,545000.0,SP,Stockdale,12.1,3046.0,2.0,1.0,3.0,591.0,102.0,1960.0,Moreland City Council,-37.7128,144.9471,Northern Metropolitan,2606.0,4969,14,5,2016,10
Hadfield,1/22 Volga St,3,t,510000.0,PI,Raine,12.1,3046.0,3.0,2.0,2.0,234.0,115.0,2012.0,Moreland City Council,-37.707,144.9411,Northern Metropolitan,2606.0,4972,16,4,2016,10
Hadfield,24 Talbot St,3,h,631500.0,S,Stockdale,12.1,3046.0,4.0,1.0,3.0,593.0,95.0,1965.0,Moreland City Council,-37.7133,144.947,Northern Metropolitan,2606.0,4974,18,6,2016,10
Hadfield,19 Barbara St,3,h,550000.0,SP,Brad,12.1,3046.0,3.0,1.0,3.0,610.0,142.0,1960.0,Moreland City Council,-37.7107,144.9419,Northern Metropolitan,2606.0,4977,22,5,2016,10
Hadfield,100 South St,2,h,330000.0,VB,Stockdale,12.1,3046.0,2.0,1.0,1.0,249.0,2.0,1970.0,Moreland City Council,-37.714,144.939,Northern Metropolitan,2606.0,4978,22,5,2016,10
Hadfield,92 West St,2,h,715888.0,S,Barry,12.1,3046.0,2.0,1.0,1.0,613.0,92.0,1960.0,Moreland City Council,-37.7099,144.938,Northern Metropolitan,2606.0,4984,25,2,2017,10
Hadfield,2/22 Volga St,2,t,468000.0,S,Nelson,12.1,3046.0,2.0,1.0,1.0,137.0,110.0,2012.0,Moreland City Council,-37.707,144.9413,Northern Metropolitan,2606.0,4986,26,7,2016,10
Hadfield,25 East St,2,h,515000.0,S,D'Aprano,12.1,3046.0,2.0,1.0,2.0,345.0,79.0,1990.0,Moreland City Council,-37.7128,144.9496,Northern Metropolitan,2606.0,4992,27,11,2016,10
Hampton,1/30 Grenville St,2,u,895000.0,S,hockingstuart,13.7,3188.0,2.0,1.0,1.0,228.0,87.0,1975.0,Bayside City Council,-37.9355,145.0008,Southern Metropolitan,5454.0,4996,3,9,2016,3
Hampton,6/334 Hampton St,2,u,587000.0,S,Ray,13.7,3188.0,2.0,1.0,1.0,0.0,74.0,1975.0,Bayside City Council,-37.9419,145.0019,Southern Metropolitan,5454.0,4997,3,9,2016,3
Hampton,38 Myrtle Rd,4,h,2800000.0,S,Nick,13.7,3188.0,3.0,3.0,2.0,701.0,320.0,2015.0,Bayside City Council,-37.9419,145.0152,Southern Metropolitan,5454.0,4998,3,9,2016,3
Hampton,36 Thomas St,4,h,3250000.0,S,hockingstuart,13.7,3188.0,4.0,3.0,2.0,928.0,300.0,1904.0,Bayside City Council,-37.9389,145.0062,Southern Metropolitan,5454.0,5000,3,9,2016,3
Hampton,6 Earlsfield Rd,4,h,2140000.0,S,Hodges,13.7,3188.0,4.0,2.0,3.0,688.0,187.0,1925.0,Bayside City Council,-37.9319,145.0173,Southern Metropolitan,5454.0,5002,3,12,2016,3
Hampton,3 Kendall St,4,h,1600000.0,VB,Marshall,13.7,3188.0,4.0,2.0,2.0,607.0,242.0,2011.0,Bayside City Council,-37.9324,145.0235,Southern Metropolitan,5454.0,5004,3,12,2016,3
Hampton,24A Smith St,3,h,1003500.0,S,Ray,13.7,3188.0,3.0,1.0,2.0,289.0,109.0,1998.0,Bayside City Council,-37.9338,145.0226,Southern Metropolitan,5454.0,5007,3,12,2016,3
Hampton,8/121 Thomas St,2,u,802000.0,SP,Buxton,13.7,3188.0,2.0,1.0,1.0,0.0,85.0,1965.0,Bayside City Council,-37.939,145.0137,Southern Metropolitan,5454.0,5008,3,12,2016,3
Hampton,8 Bronte Ct,3,h,1560000.0,PI,Hodges,13.7,3188.0,3.0,1.0,3.0,593.0,125.0,1955.0,Bayside City Council,-37.9399,145.0204,Southern Metropolitan,5454.0,5013,4,3,2017,3
Hampton,3/46 Fewster Rd,2,u,760000.0,S,hockingstuart,13.7,3188.0,2.0,1.0,1.0,90.0,86.0,1985.0,Bayside City Council,-37.9389,145.0186,Southern Metropolitan,5454.0,5022,6,8,2016,3
Hampton,5/440 Hampton St,2,u,616000.0,PI,RT,13.7,3188.0,2.0,1.0,1.0,0.0,104.0,2005.0,Bayside City Council,-37.9373,145.0027,Southern Metropolitan,5454.0,5023,6,8,2016,3
Hampton,131 Linacre Rd,4,h,1680000.0,S,hockingstuart,13.7,3188.0,4.0,1.0,1.0,723.0,90.0,1955.0,Bayside City Council,-37.9437,145.0175,Southern Metropolitan,5454.0,5024,6,8,2016,3
Hampton,66a Thomas St,3,h,1120000.0,S,hockingstuart,13.7,3188.0,4.0,2.0,3.0,373.0,113.0,1984.0,Bayside City Council,-37.9395,145.0088,Southern Metropolitan,5454.0,5029,7,5,2016,3
Hampton,4 Bendigo St,4,h,3200000.0,VB,Hodges,13.7,3188.0,4.0,3.0,3.0,760.0,325.0,1920.0,Bayside City Council,-37.9326,144.9997,Southern Metropolitan,5454.0,5032,10,9,2016,3
Hampton,43 Fewster Rd,4,h,1250000.0,PI,Hodges,13.7,3188.0,4.0,3.0,2.0,398.0,220.0,2014.0,Bayside City Council,-37.9381,145.0161,Southern Metropolitan,5454.0,5033,10,9,2016,3
Hampton,54 Linacre Rd,4,h,2000000.0,PI,hockingstuart,13.7,3188.0,4.0,3.0,4.0,615.0,248.0,1925.0,Bayside City Council,-37.9429,145.0072,Southern Metropolitan,5454.0,5035,10,9,2016,3
Hampton,42 Myrtle Rd,5,h,1805000.0,S,Buxton,13.7,3188.0,4.0,2.0,2.0,700.0,224.0,1950.0,Bayside City Council,-37.9419,145.0156,Southern Metropolitan,5454.0,5037,10,9,2016,3
Hampton,310 Hampton St,4,h,2600000.0,S,Hodges,13.7,3188.0,3.0,1.0,2.0,1504.0,162.0,1900.0,Bayside City Council,-37.944,145.0015,Southern Metropolitan,5454.0,5047,12,6,2016,3
Hampton,65 Linacre Rd,5,h,3470000.0,SP,Marshall,13.7,3188.0,5.0,3.0,4.0,670.0,413.0,2008.0,Bayside City Council,-37.9427,145.0085,Southern Metropolitan,5454.0,5051,12,11,2016,3
Hampton,7 Austin Rd,3,h,1050000.0,S,Hodges,13.7,3188.0,3.0,2.0,2.0,357.0,120.0,1970.0,Bayside City Council,-37.9449,145.0144,Southern Metropolitan,5454.0,5057,15,10,2016,3
Hampton,3/1 Edinburgh St,3,u,810000.0,S,Buxton,13.7,3188.0,3.0,1.0,1.0,195.0,115.0,1960.0,Bayside City Council,-37.9396,145.0156,Southern Metropolitan,5454.0,5059,15,10,2016,3
Hampton,1/33 Holyrood St,3,h,1460000.0,S,Buxton,13.7,3188.0,3.0,2.0,2.0,413.0,137.0,1970.0,Bayside City Council,-37.933,144.9975,Southern Metropolitan,5454.0,5062,15,10,2016,3
Hampton,29 Thomas St,5,h,3075000.0,S,Marshall,13.7,3188.0,3.0,2.0,2.0,830.0,204.0,1901.0,Bayside City Council,-37.9386,145.006,Southern Metropolitan,5454.0,5068,17,9,2016,3
Hampton,4/308 Hampton St,2,u,875500.0,S,RT,13.7,3188.0,2.0,2.0,1.0,225.0,118.0,1970.0,Bayside City Council,-37.9442,145.0018,Southern Metropolitan,5454.0,5071,18,3,2017,3
Hampton,16 Smith St,5,h,2600000.0,PI,Hodges,13.7,3188.0,5.0,4.0,2.0,1000.0,324.0,1950.0,Bayside City Council,-37.9332,145.0226,Southern Metropolitan,5454.0,5075,18,3,2017,3
Hampton,70 Highett Rd,5,h,1705000.0,PI,Buxton,13.7,3188.0,5.0,2.0,2.0,648.0,364.0,1950.0,Bayside City Council,-37.946,145.0181,Southern Metropolitan,5454.0,5078,18,6,2016,3
Hampton,6 Valerian St,4,h,1515000.0,S,hockingstuart,13.7,3188.0,4.0,2.0,0.0,611.0,613.0,1950.0,Bayside City Council,-37.9446,145.0201,Southern Metropolitan,5454.0,5087,19,11,2016,3
Hampton,107 Willis St,5,h,2980000.0,S,hockingstuart,13.7,3188.0,5.0,3.0,2.0,694.0,323.0,2011.0,Bayside City Council,-37.9372,145.0101,Southern Metropolitan,5454.0,5088,19,11,2016,3
Hampton,50 Holyrood St,4,h,2200000.0,PI,Hodges,13.7,3188.0,4.0,3.0,4.0,583.0,305.0,2000.0,Bayside City Council,-37.9336,144.9999,Southern Metropolitan,5454.0,5092,23,4,2016,3
Hampton,2/95 Thomas St,3,t,1100000.0,S,Hodges,13.7,3188.0,3.0,2.0,1.0,355.0,140.0,1987.0,Bayside City Council,-37.9391,145.012,Southern Metropolitan,5454.0,5095,24,9,2016,3
Hampton,53 Bridge St,4,h,3325000.0,S,Marshall,13.7,3188.0,4.0,3.0,2.0,627.0,303.0,1997.0,Bayside City Council,-37.9449,145.0068,Southern Metropolitan,5454.0,5098,25,2,2017,3
Hampton,17/93 Highett Rd,2,u,450000.0,PI,Buxton,13.7,3188.0,2.0,2.0,1.0,0.0,70.0,2007.0,Bayside City Council,-37.9462,145.0212,Southern Metropolitan,5454.0,5100,25,2,2017,3
Hampton,3/8 Alicia St,2,u,500000.0,PI,Hodges,13.7,3188.0,2.0,1.0,1.0,0.0,61.0,1970.0,Bayside City Council,-37.9436,145.0027,Southern Metropolitan,5454.0,5105,27,6,2016,3
Hampton,64 Earlsfield Rd,4,h,1460000.0,S,Buxton,13.7,3188.0,4.0,3.0,2.0,562.0,228.0,1950.0,Bayside City Council,-37.9369,145.0163,Southern Metropolitan,5454.0,5106,27,6,2016,3
Hampton,49 Service St,4,h,1740000.0,S,Marshall,13.7,3188.0,4.0,3.0,2.0,414.0,209.0,1950.0,Bayside City Council,-37.9401,145.0083,Southern Metropolitan,5454.0,5113,27,11,2016,3
Hampton,15 Avelin St,4,h,1800000.0,S,RT,13.7,3188.0,4.0,2.0,1.0,667.0,184.0,1935.0,Bayside City Council,-37.9315,145.0109,Southern Metropolitan,5454.0,5115,28,5,2016,3
Hampton,41 Orlando St,4,h,2160000.0,S,hockingstuart,13.7,3188.0,4.0,2.0,1.0,577.0,231.0,1940.0,Bayside City Council,-37.9382,144.9997,Southern Metropolitan,5454.0,5121,28,5,2016,3
Hampton,52 Service St,4,h,2250000.0,S,Buxton,13.7,3188.0,5.0,2.0,2.0,647.0,260.0,1925.0,Bayside City Council,-37.9407,145.0104,Southern Metropolitan,5454.0,5127,28,8,2016,3
Hampton,18 Kanowna St,4,h,2130000.0,S,hockingstuart,13.7,3188.0,4.0,2.0,2.0,714.0,188.0,1925.0,Bayside City Council,-37.9446,145.0092,Southern Metropolitan,5454.0,5129,30,7,2016,3
Hampton East,9/12 Bartlett St,2,u,400000.0,S,Greg,14.5,3188.0,2.0,1.0,1.0,0.0,75.0,1960.0,Bayside City Council,-37.9367,145.0322,Southern Metropolitan,2356.0,5136,4,3,2017,3
Hampton East,1/23 Wickham Rd,3,h,926000.0,S,Buxton,14.5,3188.0,2.0,2.0,2.0,393.0,140.0,1950.0,Bayside City Council,-37.9431,145.0267,Southern Metropolitan,2356.0,5156,18,6,2016,3
Hampton East,4 Besant St,3,h,1070000.0,S,Hodges,14.5,3188.0,3.0,1.0,3.0,583.0,106.0,1970.0,Bayside City Council,-37.9428,145.0296,Southern Metropolitan,2356.0,5157,19,11,2016,3
Hampton East,2/2 Flowerdale Rd,2,u,801000.0,S,Buxton,14.5,3188.0,2.0,1.0,1.0,217.0,107.0,1994.0,Bayside City Council,-37.9432,145.0348,Southern Metropolitan,2356.0,5158,19,11,2016,3
Hampton East,28 Roydon St,3,t,1150000.0,S,McGrath,14.5,3188.0,3.0,2.0,1.0,0.0,3.0,2005.0,Bayside City Council,-37.9355,145.0276,Southern Metropolitan,2356.0,5161,22,8,2016,3
Hampton East,4/332 South Rd,2,u,472000.0,S,Hodges,14.5,3188.0,2.0,1.0,1.0,215.0,68.0,2007.0,Bayside City Council,-37.933,145.0322,Southern Metropolitan,2356.0,5163,25,2,2017,3
Hampton East,29 Wickham Rd,3,h,1300000.0,S,Buxton,14.5,3188.0,3.0,2.0,2.0,586.0,150.0,1950.0,Bayside City Council,-37.9431,145.0274,Southern Metropolitan,2356.0,5172,28,5,2016,3
Hampton East,4 Dane Rd,4,h,1200000.0,S,Buxton,14.5,3188.0,4.0,2.0,2.0,0.0,154.0,2002.0,Bayside City Council,-37.9405,145.0346,Southern Metropolitan,2356.0,5174,28,8,2016,3
Hawthorn,6a Scott St,4,h,1650000.0,PI,Jellis,4.6,3122.0,4.0,2.0,2.0,317.0,210.0,2005.0,Boroondara City Council,-37.8344,145.0422,Southern Metropolitan,11308.0,5180,3,9,2016,8
Hawthorn,4 Bowen St,4,h,2670000.0,S,Jellis,4.6,3122.0,4.0,2.0,1.0,336.0,235.0,1905.0,Boroondara City Council,-37.8183,145.0371,Southern Metropolitan,11308.0,5182,3,12,2016,8
Hawthorn,25/510 Glenferrie Rd,1,u,348000.0,S,Woodards,4.6,3122.0,1.0,1.0,1.0,0.0,53.0,1950.0,Boroondara City Council,-37.8303,145.0341,Southern Metropolitan,11308.0,5186,3,12,2016,8
Hawthorn,9/69 Wattle Rd,3,u,1189000.0,S,Marshall,4.6,3122.0,3.0,1.0,1.0,181.0,122.0,1969.0,Boroondara City Council,-37.8243,145.0328,Southern Metropolitan,11308.0,5190,3,12,2016,8
Hawthorn,118/862 Glenferrie Rd,2,u,610000.0,PI,Marshall,4.6,3122.0,2.0,2.0,1.0,85.0,82.0,2014.0,Boroondara City Council,-37.8154,145.0369,Southern Metropolitan,11308.0,5191,4,3,2017,8
Hawthorn,188e Riversdale Rd,1,u,492000.0,S,Jellis,4.6,3122.0,1.0,1.0,1.0,0.0,63.0,1995.0,Boroondara City Council,-37.8299,145.0422,Southern Metropolitan,11308.0,5195,4,3,2017,8
Hawthorn,2/5 Finchley Ct,2,u,806000.0,S,Noel,4.6,3122.0,2.0,1.0,1.0,0.0,64.0,1930.0,Boroondara City Council,-37.8249,145.0342,Southern Metropolitan,11308.0,5197,4,6,2016,8
Hawthorn,7 Brook St,3,h,2000000.0,S,Nelson,4.6,3122.0,3.0,2.0,1.0,460.0,176.0,1940.0,Boroondara City Council,-37.8155,145.019,Southern Metropolitan,11308.0,5204,6,8,2016,8
Hawthorn,13/5 Denham St,2,u,753000.0,S,Marshall,4.6,3122.0,2.0,1.0,2.0,0.0,88.0,1960.0,Boroondara City Council,-37.8186,145.017,Southern Metropolitan,11308.0,5211,7,5,2016,8
Hawthorn,7/21 Elphin Gr,1,u,330000.0,PI,RT,4.6,3122.0,1.0,1.0,1.0,0.0,52.0,1970.0,Boroondara City Council,-37.8177,145.0424,Southern Metropolitan,11308.0,5212,7,5,2016,8
Hawthorn,14 Malmsbury St,3,h,1420000.0,S,Marshall,4.6,3122.0,3.0,1.0,0.0,218.0,108.0,1890.0,Boroondara City Council,-37.8214,145.0437,Southern Metropolitan,11308.0,5214,7,5,2016,8
Hawthorn,303/25 Lynch St,2,u,495000.0,S,Fletchers,4.6,3122.0,2.0,1.0,1.0,0.0,60.0,2014.0,Boroondara City Council,-37.8216,145.0343,Southern Metropolitan,11308.0,5218,7,11,2016,8
Hawthorn,11/140 Riversdale Rd,1,u,292000.0,S,Woodards,4.6,3122.0,1.0,1.0,0.0,0.0,56.0,1966.0,Boroondara City Council,-37.8294,145.0382,Southern Metropolitan,11308.0,5220,7,11,2016,8
Hawthorn,3/164 Barkers Rd,2,u,580000.0,S,hockingstuart,4.6,3122.0,2.0,1.0,1.0,1089.0,76.0,2003.0,Boroondara City Council,-37.8143,145.0322,Southern Metropolitan,11308.0,5223,8,10,2016,8
Hawthorn,530 Burwood Rd,3,h,1300000.0,S,Marshall,4.6,3122.0,3.0,2.0,1.0,341.0,155.0,1938.0,Boroondara City Council,-37.8236,145.0425,Southern Metropolitan,11308.0,5224,8,10,2016,8
Hawthorn,44 College St,3,h,1300000.0,S,Nelson,4.6,3122.0,3.0,1.0,0.0,232.0,90.0,1900.0,Boroondara City Council,-37.8173,145.0252,Southern Metropolitan,11308.0,5225,8,10,2016,8
Hawthorn,8/32 Liddiard St,2,u,440000.0,SP,Jellis,4.6,3122.0,2.0,1.0,1.0,0.0,52.0,1970.0,Boroondara City Council,-37.8192,145.0385,Southern Metropolitan,11308.0,5233,10,9,2016,8
Hawthorn,8/1 Muir St,3,u,1000000.0,PI,Kay,4.6,3122.0,3.0,3.0,2.0,0.0,145.0,1999.0,Boroondara City Council,-37.8144,145.0153,Southern Metropolitan,11308.0,5234,10,9,2016,8
Hawthorn,6 Salisbury Gr,3,h,1741000.0,S,Marshall,4.6,3122.0,3.0,1.0,1.0,383.0,109.0,1910.0,Boroondara City Council,-37.8155,145.0385,Southern Metropolitan,11308.0,5238,10,9,2016,8
Hawthorn,9/63 Berkeley St,2,u,655000.0,S,hockingstuart,4.6,3122.0,2.0,1.0,1.0,0.0,78.0,1960.0,Boroondara City Council,-37.8343,145.0364,Southern Metropolitan,11308.0,5242,10,12,2016,8
Hawthorn,13/561 Glenferrie Rd,1,u,488000.0,S,Marshall,4.6,3122.0,1.0,1.0,1.0,0.0,57.0,2004.0,Boroondara City Council,-37.8272,145.0343,Southern Metropolitan,11308.0,5244,10,12,2016,8
Hawthorn,3 Randolph St,3,h,2065000.0,S,Jellis,4.6,3122.0,3.0,1.0,1.0,351.0,150.0,1910.0,Boroondara City Council,-37.8165,145.021,Southern Metropolitan,11308.0,5253,12,6,2016,8
Hawthorn,5/67 Auburn Rd,1,u,350000.0,VB,Noel,4.6,3122.0,1.0,1.0,1.0,0.0,51.0,1960.0,Boroondara City Council,-37.8208,145.0456,Southern Metropolitan,11308.0,5255,12,11,2016,8
Hawthorn,16 Pine St,3,h,1712000.0,S,Marshall,4.6,3122.0,3.0,1.0,1.0,342.0,130.0,1900.0,Boroondara City Council,-37.814,145.0212,Southern Metropolitan,11308.0,5259,12,11,2016,8
Hawthorn,3/1 Elm St,1,u,480000.0,VB,Jellis,4.6,3122.0,1.0,1.0,1.0,0.0,50.0,1940.0,Boroondara City Council,-37.8128,145.0171,Southern Metropolitan,11308.0,5262,13,8,2016,8
Hawthorn,10 Oak St,4,h,3225000.0,S,Jellis,4.6,3122.0,4.0,2.0,2.0,665.0,220.0,1890.0,Boroondara City Council,-37.814,145.0175,Southern Metropolitan,11308.0,5266,13,8,2016,8
Hawthorn,7/6 Osborne Ct,1,u,400000.0,PI,Biggin,4.6,3122.0,1.0,1.0,1.0,0.0,41.0,1950.0,Boroondara City Council,-37.8155,145.0161,Southern Metropolitan,11308.0,5275,15,10,2016,8
Hawthorn,78/8 Wallen Rd,4,u,1650000.0,VB,Kay,4.6,3122.0,4.0,2.0,3.0,207.0,180.0,2002.0,Boroondara City Council,-37.8271,145.0243,Southern Metropolitan,11308.0,5276,15,10,2016,8
Hawthorn,4 Ardene Ct,5,h,3950000.0,S,Jellis,4.6,3122.0,4.0,2.0,3.0,1236.0,340.0,1890.0,Boroondara City Council,-37.8257,145.0321,Southern Metropolitan,11308.0,5277,16,4,2016,8
Hawthorn,3/566 Glenferrie Rd,2,u,587500.0,S,Jellis,4.6,3122.0,2.0,1.0,1.0,1099.0,72.0,1965.0,Boroondara City Council,-37.8271,145.0347,Southern Metropolitan,11308.0,5279,16,7,2016,8
Hawthorn,107/567 Glenferrie Rd,2,u,560000.0,S,hockingstuart,4.6,3122.0,2.0,1.0,1.0,0.0,70.0,2013.0,Boroondara City Council,-37.8268,145.0344,Southern Metropolitan,11308.0,5280,16,7,2016,8
Hawthorn,23 Edgerton St,4,h,1936000.0,S,Kay,4.6,3122.0,4.0,2.0,1.0,218.0,173.0,1890.0,Boroondara City Council,-37.8142,145.0252,Southern Metropolitan,11308.0,5283,17,9,2016,8
Hawthorn,2 Fordholm Rd,5,h,4250000.0,PI,Marshall,4.6,3122.0,5.0,4.0,3.0,1275.0,435.0,1930.0,Boroondara City Council,-37.8291,145.0308,Southern Metropolitan,11308.0,5284,17,9,2016,8
Hawthorn,11/70 Church St,3,u,630000.0,S,Jellis,4.6,3122.0,3.0,1.0,1.0,0.0,75.0,1970.0,Boroondara City Council,-37.8153,145.021,Southern Metropolitan,11308.0,5289,18,3,2017,8
Hawthorn,1 College St,3,h,1560000.0,PI,Jellis,4.6,3122.0,3.0,2.0,0.0,198.0,148.0,1910.0,Boroondara City Council,-37.8169,145.0234,Southern Metropolitan,11308.0,5290,18,3,2017,8
Hawthorn,305/567 Glenferrie Rd,3,u,840000.0,VB,hockingstuart,4.6,3122.0,3.0,2.0,2.0,0.0,88.0,2014.0,Boroondara City Council,-37.8268,145.0344,Southern Metropolitan,11308.0,5293,18,3,2017,8
Hawthorn,1B Hepburn St,3,h,1780000.0,SP,Jellis,4.6,3122.0,3.0,3.0,2.0,88.0,178.0,2011.0,Boroondara City Council,-37.824,145.0427,Southern Metropolitan,11308.0,5294,18,3,2017,8
Hawthorn,3/35 Creswick St,2,u,815000.0,PI,Jellis,4.6,3122.0,2.0,1.0,1.0,0.0,93.0,1940.0,Boroondara City Council,-37.8184,145.0163,Southern Metropolitan,11308.0,5301,18,6,2016,8
Hawthorn,6/28 Manningtree Rd,3,u,1975000.0,VB,hockingstuart,4.6,3122.0,3.0,2.0,1.0,0.0,196.0,2010.0,Boroondara City Council,-37.8235,145.029,Southern Metropolitan,11308.0,5304,18,6,2016,8
Hawthorn,2/21 Elphin Gr,2,u,657500.0,S,Jellis,4.6,3122.0,2.0,1.0,1.0,728.0,73.0,1965.0,Boroondara City Council,-37.8177,145.0424,Southern Metropolitan,11308.0,5311,19,11,2016,8
Hawthorn,50 Kinkora Rd,4,h,5050000.0,VB,Kay,4.6,3122.0,4.0,4.0,2.0,905.0,373.0,1913.0,Boroondara City Council,-37.8168,145.0321,Southern Metropolitan,11308.0,5313,19,11,2016,8
Hawthorn,22/9 Lisson Gr,1,u,445000.0,S,Biggin,4.6,3122.0,1.0,1.0,1.0,0.0,52.0,1970.0,Boroondara City Council,-37.8261,145.0269,Southern Metropolitan,11308.0,5314,19,11,2016,8
Hawthorn,4A Simpson Pl,3,h,1180000.0,S,Jellis,4.6,3122.0,3.0,1.0,3.0,218.0,92.0,1900.0,Boroondara City Council,-37.8176,145.0204,Southern Metropolitan,11308.0,5316,19,11,2016,8
Hawthorn,5/40 Barkers Rd,2,u,470000.0,VB,hockingstuart,4.6,3122.0,2.0,1.0,1.0,0.0,70.0,1970.0,Boroondara City Council,-37.813,145.0207,Southern Metropolitan,11308.0,5317,22,5,2016,8
Hawthorn,710/377 Burwood Rd,2,u,485000.0,VB,LITTLE,4.6,3122.0,2.0,1.0,1.0,0.0,76.0,2005.0,Boroondara City Council,-37.8226,145.0368,Southern Metropolitan,11308.0,5318,22,5,2016,8
Hawthorn,466 Auburn Rd,4,h,1800000.0,SP,Noel,4.6,3122.0,3.0,2.0,4.0,601.0,158.0,1940.0,Boroondara City Council,-37.839,145.0418,Southern Metropolitan,11308.0,5321,22,8,2016,8
